Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YHR123W	YHR123W.1	YHR123W	YHR123W.1	354815	356081
YIL092W	YIL092W.1	YIL092W	YIL092W.1	189066	190967
YJR025C	YJR025C.1	YJR025C	YJR025C.1	471138	471671
YKL224C	YKL224C.1	YKL224C	YKL224C.1	1810	2181
YBL002W	YBL002W.1	YBL002W	YBL002W.1	236492	236887
YLR224W	YLR224W.1	YLR224W	YLR224W.1	586464	587573
YHL010C	YHL010C.1	YHL010C	YHL010C.1	81964	83721
YPL016W	YPL016W.1	YPL016W	YPL016W.1	521014	524958
YOR174W	YOR174W.1	YOR174W	YOR174W.1	658747	659601
YOR143C	YOR143C.1	YOR143C	YOR143C.1	601383	602342
YLL032C	YLL032C.1	YLL032C	YLL032C.1	74270	76747
YHR070W	YHR070W.1	YHR070W	YHR070W.1	234881	236380
YER122C	YER122C.1	YER122C	YER122C.1	402871	404352
YDR184C	YDR184C.1	YDR184C	YDR184C.1	830629	831513
YCR075C	YCR075C.1	YCR075C	YCR075C.1	248033	248815
YHR147C	YHR147C.1	YHR147C	YHR147C.1	392639	393283
YPR012W	YPR012W.1	YPR012W	YPR012W.1	584309	584563
YJR074W	YJR074W.1	YJR074W	YJR074W.1	573095	573751
YOR048C	YOR048C.1	YOR048C	YOR048C.1	418630	421650
YPL162C	YPL162C.1	YPL162C	YPL162C.1	243206	244027
YHL041W	YHL041W.1	YHL041W	YHL041W.1	17392	17841
YNL295W	YNL295W.1	YNL295W	YNL295W.1	76946	78520
YLR204W	YLR204W.1	YLR204W	YLR204W.1	552270	552605
YHR025W	YHR025W.1	YHR025W	YHR025W.1	159438	160511
YGL239C	YGL239C.1	YGL239C	YGL239C.1	49431	49745
YLR339C	YLR339C.1	YLR339C	YLR339C.1	805784	806335
YNL254C	YNL254C.1	YNL254C	YNL254C.1	168043	169248
YAL027W	YAL027W.1	YAL027W	YAL027W.1	94687	95472
YBR132C	YBR132C.1	YBR132C	YBR132C.1	499652	501442
YML027W	YML027W.1	YML027W	YML027W.1	221406	222563
YMR213W	YMR213W.1	YMR213W	YMR213W.1	693381	695153
YAR009C	YAR009C.1	YAR009C	YAR009C.1	160597	164187
YBR152W	YBR152W.1	YBR152W	YBR152W.1	546376	547251
YOR045W	YOR045W.1	YOR045W	YOR045W.1	413852	414037
YDR125C	YDR125C.1	YDR125C	YDR125C.1	701397	702758
YDR211W	YDR211W.1	YDR211W	YDR211W.1	884727	886865
YPL169C	YPL169C.1	YPL169C	YPL169C.1	229039	230838
YOL038W	YOL038W.1	YOL038W	YOL038W.1	255337	256101
YLL046C	YLL046C.1	YLL046C	YLL046C.1	46714	47463
YKR006C	YKR006C.1	YKR006C	YKR006C.1	450423	451217
YGL073W	YGL073W.1	YGL073W	YGL073W.1	368753	371254
YER028C	YER028C.1	YER028C	YER028C.1	210692	211876
YPL200W	YPL200W.1	YPL200W	YPL200W.1	171484	171954
YPL282C	YPL282C.1	YPL282C	YPL282C.1	7933	8427
YML045W	YML045W.1	YML045W	YML045W.1	184461	189729
YPL271W	YPL271W.1	YPL271W	YPL271W.1	30079	30267
YDR370C	YDR370C.1	YDR370C	YDR370C.1	1217782	1219110
YDR354W	YDR354W.1	YDR354W	YDR354W.1	1184747	1185889
YER015W	YER015W.1	YER015W	YER015W.1	184541	186775
YPL055C	YPL055C.1	YPL055C	YPL055C.1	453992	454990
YDR240C	YDR240C.1	YDR240C	YDR240C.1	943674	945152
YDR331W	YDR331W.1	YDR331W	YDR331W.1	1129588	1130823
YCL042W	YCL042W.1	YCL042W	YCL042W.1	50584	50943
YDL237W	YDL237W.1	YDL237W	YDL237W.1	30657	31829
YBR302C	YBR302C.1	YBR302C	YBR302C.1	810340	811479
YLL029W	YLL029W.1	YLL029W	YLL029W.1	81461	83710
YJL163C	YJL163C.1	YJL163C	YJL163C.1	111666	113333
YDL137W	YDL137W.1	YDL137W	YDL137W.1	216529	217074
YBL109W	YBL109W.1	YBL109W	YBL109W.1	5790	6125
YBR254C	YBR254C.1	YBR254C	YBR254C.1	723736	724263
YPL073C	YPL073C.1	YPL073C	YPL073C.1	418499	418984
YDR025W	YDR025W.1	YDR025W	YDR025W.1	491515	492324
YNL055C	YNL055C.1	YNL055C	YNL055C.1	517994	518845
YMR033W	YMR033W.1	YMR033W	YMR033W.1	337788	339277
YFR029W	YFR029W.1	YFR029W	YFR029W.1	210937	212973
YGR092W	YGR092W.1	YGR092W	YGR092W.1	668189	669907
YBR040W	YBR040W.1	YBR040W	YBR040W.1	316968	317864
YLR063W	YLR063W.1	YLR063W	YLR063W.1	264157	265254
YNL147W	YNL147W.1	YNL147W	YNL147W.1	350940	351383
YJL132W	YJL132W.1	YJL132W	YJL132W.1	161914	164166
YJL222W-B	YJL222W-B.1	YJL222W-B	YJL222W-B.1	9346	9483
YPR022C	YPR022C.1	YPR022C	YPR022C.1	603911	607312
YDR238C	YDR238C.1	YDR238C	YDR238C.1	937895	940816
YIR022W	YIR022W.1	YIR022W	YIR022W.1	398733	399236
YBR286W	YBR286W.1	YBR286W	YBR286W.1	774700	776313
YER169W	YER169W.1	YER169W	YER169W.1	523369	525759
YHR158C	YHR158C.1	YHR158C	YHR158C.1	413685	417179
YNL042W-B	YNL042W-B.1	YNL042W-B	YNL042W-B.1	547113	547370
YEL019C	YEL019C.1	YEL019C	YEL019C.1	120498	121301
YOR029W	YOR029W.1	YOR029W	YOR029W.1	384600	384935
YKL196C	YKL196C.1	YKL196C	YKL196C.1	74932	75534
YKR068C	YKR068C.1	YKR068C	YKR068C.1	570328	570909
YAL059W	YAL059W.1	YAL059W	YAL059W.1	36509	37147
YDR014W-A	YDR014W-A.1	YDR014W-A	YDR014W-A.1	477797	478285
YPL114W	YPL114W.1	YPL114W	YPL114W.1	335948	336367
YIL105W-A	YIL105W-A.1	YIL105W-A	YIL105W-A.1	167664	167804
YBR168W	YBR168W.1	YBR168W	YBR168W.1	572371	573612
YBR226C	YBR226C.1	YBR226C	YBR226C.1	673155	673565
YDR150W	YDR150W.1	YDR150W	YDR150W.1	755628	763874
YIL134C-A	YIL134C-A.1	YIL134C-A	YIL134C-A.1	96522	96725
YKL081W	YKL081W.1	YKL081W	YKL081W.1	282891	284455
YJL135W	YJL135W.1	YJL135W	YJL135W.1	157877	158194
YML101C-A	YML101C-A.1	YML101C-A	YML101C-A.1	69409	69726
YPR119W	YPR119W.1	YPR119W	YPR119W.1	771653	773128
YBR006W	YBR006W.1	YBR006W	YBR006W.1	247010	248503
YBL011W	YBL011W.1	YBL011W	YBL011W.1	203538	205817
YPR118W	YPR118W.1	YPR118W	YPR118W.1	767752	768987
YOR189W	YOR189W.1	YOR189W	YOR189W.1	689624	689974
YPL238C	YPL238C.1	YPL238C	YPL238C.1	100474	100863
YKR096W	YKR096W.1	YKR096W	YKR096W.1	626793	630380
YDL062W	YDL062W.1	YDL062W	YDL062W.1	339857	340282
YOR292C	YOR292C.1	YOR292C	YOR292C.1	865653	866582
YOR015W	YOR015W.1	YOR015W	YOR015W.1	359993	360352
YOR341W	YOR341W.1	YOR341W	YOR341W.1	960987	965981
YDL097C	YDL097C.1	YDL097C	YDL097C.1	285391	286695
YMR287C	YMR287C.1	YMR287C	YMR287C.1	842436	845345
YLR082C	YLR082C.1	YLR082C	YLR082C.1	292394	293572
YER040W	YER040W.1	YER040W	YER040W.1	229795	231987
YML056C	YML056C.1	YML056C	YML056C.1	162194	164176
YMR153C-A	YMR153C-A.1	YMR153C-A	YMR153C-A.1	565574	565909
YLR223C	YLR223C.1	YLR223C	YLR223C.1	582233	585490
YGR277C	YGR277C.1	YGR277C	YGR277C.1	1045644	1046561
YPL242C	YPL242C.1	YPL242C	YPL242C.1	90622	95109
YML034W	YML034W.1	YML034W	YML034W.1	209525	212155
YAL040C	YAL040C.1	YAL040C	YAL040C.1	65778	67520
YKL119C	YKL119C.1	YKL119C	YKL119C.1	218570	219217
YJR094C	YJR094C.1	YJR094C	YJR094C.1	604569	605651
YHL002C-A	YHL002C-A.1	YHL002C-A	YHL002C-A.1	102587	103075
YMR277W	YMR277W.1	YMR277W	YMR277W.1	820256	822454
YNL310C	YNL310C.1	YNL310C	YNL310C.1	51907	52431
YLR376C	YLR376C.1	YLR376C	YLR376C.1	872826	873554
YJR104C	YJR104C.1	YJR104C	YJR104C.1	622550	623014
YLR180W	YLR180W.1	YLR180W	YLR180W.1	515262	516410
YOR064C	YOR064C.1	YOR064C	YOR064C.1	446079	446738
YGL044C	YGL044C.1	YGL044C	YGL044C.1	416146	417036
YNL276C	YNL276C.1	YNL276C	YNL276C.1	118431	118826
YHR113W	YHR113W.1	YHR113W	YHR113W.1	336337	337809
YDL188C	YDL188C.1	YDL188C	YDL188C.1	123865	124998
YGL031C	YGL031C.1	YGL031C	YGL031C.1	437467	437934
YOL139C	YOL139C.1	YOL139C	YOL139C.1	60383	61024
YBR123C	YBR123C.1	YBR123C	YBR123C.1	484742	486691
YDL246C	YDL246C.1	YDL246C	YDL246C.1	8683	9756
YHL018W	YHL018W.1	YHL018W	YHL018W.1	69708	70070
YDR332W	YDR332W.1	YDR332W	YDR332W.1	1131001	1133070
YDR294C	YDR294C.1	YDR294C	YDR294C.1	1050459	1052228
YDR207C	YDR207C.1	YDR207C	YDR207C.1	865012	867522
YDR355C	YDR355C.1	YDR355C	YDR355C.1	1186067	1186369
YFR003C	YFR003C.1	YFR003C	YFR003C.1	152657	153124
YJR089W	YJR089W.1	YJR089W	YJR089W.1	587718	590582
YHR072W	YHR072W.1	YHR072W	YHR072W.1	239098	241293
YFR050C	YFR050C.1	YFR050C	YFR050C.1	249066	249866
YJR050W	YJR050W.1	YJR050W	YJR050W.1	528697	529404
YHR212C	YHR212C.1	YHR212C	YHR212C.1	537759	538094
YOL066C	YOL066C.1	YOL066C	YOL066C.1	202696	204471
YLL006W-A	YLL006W-A.1	YLL006W-A	YLL006W-A.1	136345	136521
YGR073C	YGR073C.1	YGR073C	YGR073C.1	635615	635986
YDR231C	YDR231C.1	YDR231C	YDR231C.1	926293	926910
YNL302C	YNL302C.1	YNL302C	YNL302C.1	61958	62943
YNL030W	YNL030W.1	YNL030W	YNL030W.1	576727	577038
YMR272W-A	YMR272W-A.1	YMR272W-A	YMR272W-A.1	810466	810579
YDR021W	YDR021W.1	YDR021W	YDR021W.1	486804	488003
YDR374C	YDR374C.1	YDR374C	YDR374C.1	1223474	1224394
YPL004C	YPL004C.1	YPL004C	YPL004C.1	550632	551657
YER020W	YER020W.1	YER020W	YER020W.1	195168	196517
YDR126W	YDR126W.1	YDR126W	YDR126W.1	703234	704244
YOR036W	YOR036W.1	YOR036W	YOR036W.1	400348	401214
YOR082C	YOR082C.1	YOR082C	YOR082C.1	479296	479637
YOL097C	YOL097C.1	YOL097C	YOL097C.1	136527	137825
YDL229W	YDL229W.1	YDL229W	YDL229W.1	44065	45906
YHR004C	YHR004C.1	YHR004C	YHR004C.1	111754	113094
YML023C	YML023C.1	YML023C	YML023C.1	226994	228664
YNL197C	YNL197C.1	YNL197C	YNL197C.1	267608	269593
YCR104W	YCR104W.1	YCR104W	YCR104W.1	307801	308175
YDR252W	YDR252W.1	YDR252W	YDR252W.1	963412	963861
YJL174W	YJL174W.1	YJL174W	YJL174W.1	95092	95922
YGR191W	YGR191W.1	YGR191W	YGR191W.1	880420	882231
YDR306C	YDR306C.1	YDR306C	YDR306C.1	1073735	1075171
YLR400W	YLR400W.1	YLR400W	YLR400W.1	922063	922536
YDL179W	YDL179W.1	YDL179W	YDL179W.1	138291	139205
YLR350W	YLR350W.1	YLR350W	YLR350W.1	828730	829380
YOR025W	YOR025W.1	YOR025W	YOR025W.1	378219	379562
YGR177C	YGR177C.1	YGR177C	YGR177C.1	848829	850436
YBR066C	YBR066C.1	YBR066C	YBR066C.1	370037	370699
YDR139C	YDR139C.1	YDR139C	YDR139C.1	733618	733924
YCR073C	YCR073C.1	YCR073C	YCR073C.1	242588	246583
YER134C	YER134C.1	YER134C	YER134C.1	437267	437803
YNR003W-A	YNR003W-A.1	YNR003W-A	YNR003W-A.1	634420	634518
YPR107C	YPR107C.1	YPR107C	YPR107C.1	741438	742064
YCL052C	YCL052C.1	YCL052C	YCL052C.1	34143	35393
YBR257W	YBR257W.1	YBR257W	YBR257W.1	728885	729724
YDR255C	YDR255C.1	YDR255C	YDR255C.1	966557	967822
YOR208W	YOR208W.1	YOR208W	YOR208W.1	733925	736177
YOR379C	YOR379C.1	YOR379C	YOR379C.1	1050726	1051064
YOR364W	YOR364W.1	YOR364W	YOR364W.1	1023371	1023739
YDL199C	YDL199C.1	YDL199C	YDL199C.1	101290	103353
YKL121W	YKL121W.1	YKL121W	YKL121W.1	214142	216700
YJR028W	YJR028W.1	YJR028W	YJR028W.1	478344	479666
YJR156C	YJR156C.1	YJR156C	YJR156C.1	728574	729596
YNL321W	YNL321W.1	YNL321W	YNL321W.1	34696	37422
YKL041W	YKL041W.1	YKL041W	YKL041W.1	360143	360817
YCL001W-B	YCL001W-B.1	YCL001W-B	YCL001W-B.1	113770	114024
YMR014W	YMR014W.1	YMR014W	YMR014W.1	298868	300427
YKR030W	YKR030W.1	YKR030W	YKR030W.1	500282	501103
YJL010C	YJL010C.1	YJL010C	YJL010C.1	417562	419562
YDR131C	YDR131C.1	YDR131C	YDR131C.1	716790	718460
YKL054C	YKL054C.1	YKL054C	YKL054C.1	336537	338753
YIL025C	YIL025C.1	YIL025C	YIL025C.1	308201	308575
YBR196C	YBR196C.1	YBR196C	YBR196C.1	612236	613900
YER163C	YER163C.1	YER163C	YER163C.1	503084	503782
YNR042W	YNR042W.1	YNR042W	YNR042W.1	701238	701666
YOR331C	YOR331C.1	YOR331C	YOR331C.1	943565	944122
YML009W-B	YML009W-B.1	YML009W-B	YML009W-B.1	250435	250911
YBR230C	YBR230C.1	YBR230C	YBR230C.1	679549	680050
YLR128W	YLR128W.1	YLR128W	YLR128W.1	398530	399433
YLR032W	YLR032W.1	YLR032W	YLR032W.1	204991	208500
YBR214W	YBR214W.1	YBR214W	YBR214W.1	651415	652998
YPL268W	YPL268W.1	YPL268W	YPL268W.1	35236	37845
YEL035C	YEL035C.1	YEL035C	YEL035C.1	85045	85545
YOR020C	YOR020C.1	YOR020C	YOR020C.1	370524	370844
YLL053C	YLL053C.1	YLL053C	YLL053C.1	35503	35961
YDR314C	YDR314C.1	YDR314C	YDR314C.1	1090433	1092511
tS(UGA)E	tS(UGA)E.1	tS(UGA)E	tS(UGA)E.1	288443	288524
tG(GCC)M	tG(GCC)M.1	tG(GCC)M	tG(GCC)M.1	183898	183968
tM(CAU)J2	tM(CAU)J2.1	tM(CAU)J2	tM(CAU)J2.1	422937	423009
snR63	snR63.1	snR63	snR63.1	323217	323471
tQ(UUG)D2	tQ(UUG)D2.1	tQ(UUG)D2	tQ(UUG)D2.1	645153	645224
snR41	snR41.1	snR41	snR41.1	719148	719242
snR45	snR45.1	snR45	snR45.1	821732	821903
snR52	snR52.1	snR52	snR52.1	431129	431220
snR65	snR65.1	snR65	snR65.1	177183	177282
tS(UGA)I	tS(UGA)I.1	tS(UGA)I	tS(UGA)I.1	248850	248931
tC(GCA)P2	tC(GCA)P2.1	tC(GCA)P2	tC(GCA)P2.1	775765	775836
tN(GUU)F	tN(GUU)F.1	tN(GUU)F	tN(GUU)F.1	137486	137559
tA(UGC)G	tA(UGC)G.1	tA(UGC)G	tA(UGC)G.1	794417	794489
tK(CUU)P	tK(CUU)P.1	tK(CUU)P	tK(CUU)P.1	582062	582134
tR(ACG)L	tR(ACG)L.1	tR(ACG)L	tR(ACG)L.1	374355	374427
tT(UGU)G2	tT(UGU)G2.1	tT(UGU)G2	tT(UGU)G2.1	1004216	1004287
tA(AGC)M1	tA(AGC)M1.1	tA(AGC)M1	tA(AGC)M1.1	321147	321219
tP(UGG)M	tP(UGG)M.1	tP(UGG)M	tP(UGG)M.1	196068	196170
RDN25-1	RDN25-1.1	RDN25-1	RDN25-1.1	451786	455181
snR30	snR30.1	snR30	snR30.1	198784	199389
LSR1	LSR1.1	LSR1	LSR1.1	680688	681862
tL(UAA)L	tL(UAA)L.1	tL(UAA)L	tL(UAA)L.1	962972	963055
tT(XXX)Q2	tT(XXX)Q2.1	tT(XXX)Q2	tT(XXX)Q2.1	78089	78162
snR35	snR35.1	snR35	snR35.1	759326	759529
tM(CAU)O2	tM(CAU)O2.1	tM(CAU)O2	tM(CAU)O2.1	976421	976493
tS(AGA)M	tS(AGA)M.1	tS(AGA)M	tS(AGA)M.1	259158	259239
snR40	snR40.1	snR40	snR40.1	89210	89306
tY(GUA)J1	tY(GUA)J1.1	tY(GUA)J1	tY(GUA)J1.1	354244	354332
tI(AAU)G	tI(AAU)G.1	tI(AAU)G	tI(AAU)G.1	739122	739195
tL(UAA)B1	tL(UAA)B1.1	tL(UAA)B1	tL(UAA)B1.1	9583	9666
snR69	snR69.1	snR69	snR69.1	364776	364876
tM(CAU)J3	tM(CAU)J3.1	tM(CAU)J3	tM(CAU)J3.1	517813	517884
snR74	snR74.1	snR74	snR74.1	298138	298225
tF(GAA)H1	tF(GAA)H1.1	tF(GAA)H1	tF(GAA)H1.1	237848	237939
tC(GCA)G	tC(GCA)G.1	tC(GCA)G	tC(GCA)G.1	707108	707179
tP(UGG)N2	tP(UGG)N2.1	tP(UGG)N2	tP(UGG)N2.1	568115	568217
RDN18-2	RDN18-2.1	RDN18-2	RDN18-2.1	465070	466869
tP(UGG)F	tP(UGG)F.1	tP(UGG)F	tP(UGG)F.1	101376	101478
tF(GAA)Q	tF(GAA)Q.1	tF(GAA)Q	tF(GAA)Q.1	77431	77505
tI(AAU)P2	tI(AAU)P2.1	tI(AAU)P2	tI(AAU)P2.1	880296	880369
tK(CUU)G1	tK(CUU)G1.1	tK(CUU)G1	tK(CUU)G1.1	122269	122341
tK(CUU)E1	tK(CUU)E1.1	tK(CUU)E1	tK(CUU)E1.1	135425	135497
snR191	snR191.1	snR191	snR191.1	721938	722211
tV(AAC)M1	tV(AAC)M1.1	tV(AAC)M1	tV(AAC)M1.1	372445	372518
tS(GCU)O	tS(GCU)O.1	tS(GCU)O	tS(GCU)O.1	274673	274773
tC(GCA)B	tC(GCA)B.1	tC(GCA)B	tC(GCA)B.1	643007	643078
tG(UCC)O	tG(UCC)O.1	tG(UCC)O	tG(UCC)O.1	110962	111033
tR(UCU)G3	tR(UCU)G3.1	tR(UCU)G3	tR(UCU)G3.1	736340	736411
tV(UAC)Q	tV(UAC)Q.1	tV(UAC)Q	tV(UAC)Q.1	78533	78608
tL(UAA)K	tL(UAA)K.1	tL(UAA)K	tL(UAA)K.1	84208	84291
tH(GUG)G2	tH(GUG)G2.1	tH(GUG)G2	tH(GUG)G2.1	319781	319852
YPL276W	YPL276W.1	YPL276W	YPL276W.1	17948	18385
tK(UUU)K	tK(UUU)K.1	tK(UUU)K	tK(UUU)K.1	578965	579060
tA(AGC)J	tA(AGC)J.1	tA(AGC)J	tA(AGC)J.1	197313	197385
tK(CUU)F	tK(CUU)F.1	tK(CUU)F	tK(CUU)F.1	226688	226760
tS(AGA)D1	tS(AGA)D1.1	tS(AGA)D1	tS(AGA)D1.1	437772	437853
tP(AGG)C	tP(AGG)C.1	tP(AGG)C	tP(AGG)C.1	123577	123648
RPM1	RPM1.1	RPM1	RPM1.1	85295	85777
tR(ACG)Q2	tR(ACG)Q2.1	tR(ACG)Q2	tR(ACG)Q2.1	69289	69362
tT(AGU)J	tT(AGU)J.1	tT(AGU)J	tT(AGU)J.1	59100	59172
tP(UGG)L	tP(UGG)L.1	tP(UGG)L	tP(UGG)L.1	92548	92650
tV(AAC)G2	tV(AAC)G2.1	tV(AAC)G2	tV(AAC)G2.1	823482	823555
tW(UCA)Q	tW(UCA)Q.1	tW(UCA)Q	tW(UCA)Q.1	9374	9447
tK(CUU)D2	tK(CUU)D2.1	tK(CUU)D2	tK(CUU)D2.1	1352466	1352538
tG(UCC)Q	tG(UCC)Q.1	tG(UCC)Q	tG(UCC)Q.1	67468	67542
tS(UGA)Q2	tS(UGA)Q2.1	tS(UGA)Q2	tS(UGA)Q2.1	48201	48290
tV(AAC)K2	tV(AAC)K2.1	tV(AAC)K2	tV(AAC)K2.1	379680	379753
snR48	snR48.1	snR48	snR48.1	609584	609696
YIL175W	YIL175W.1	YIL175W	YIL175W.1	9183	9500
YDR134C	YDR134C.1	YDR134C	YDR134C.1	721071	721481
YIL170W	YIL170W.1	YIL170W	YIL170W.1	19847	21220
snR58	snR58.1	snR58	snR58.1	136088	136183
tD(GUC)D	tD(GUC)D.1	tD(GUC)D	tD(GUC)D.1	568964	569035
tE(UUC)E1	tE(UUC)E1.1	tE(UUC)E1	tE(UUC)E1.1	177099	177170
tD(GUC)I1	tD(GUC)I1.1	tD(GUC)I1	tD(GUC)I1.1	324303	324374
tI(UAU)L	tI(UAU)L.1	tI(UAU)L	tI(UAU)L.1	605300	605432
tK(CUU)J	tK(CUU)J.1	tK(CUU)J	tK(CUU)J.1	414966	415038
tR(UCU)K	tR(UCU)K.1	tR(UCU)K	tR(UCU)K.1	162487	162558
RUF21	RUF21.1	RUF21	RUF21.1	57815	58521
tT(AGU)O1	tT(AGU)O1.1	tT(AGU)O1	tT(AGU)O1.1	113802	113874
tG(UCC)G	tG(UCC)G.1	tG(UCC)G	tG(UCC)G.1	779616	779687
tK(UUU)O	tK(UUU)O.1	tK(UUU)O	tK(UUU)O.1	438643	438738
tH(GUG)M	tH(GUG)M.1	tH(GUG)M	tH(GUG)M.1	363064	363135
tW(CCA)P	tW(CCA)P.1	tW(CCA)P	tW(CCA)P.1	56169	56274
tV(AAC)K1	tV(AAC)K1.1	tV(AAC)K1	tV(AAC)K1.1	308144	308217
tL(UAA)Q	tL(UAA)Q.1	tL(UAA)Q	tL(UAA)Q.1	66095	66179
tV(AAC)L	tV(AAC)L.1	tV(AAC)L	tV(AAC)L.1	687859	687932
tF(GAA)H2	tF(GAA)H2.1	tF(GAA)H2	tF(GAA)H2.1	358478	358569
TLC1	TLC1.1	TLC1	TLC1.1	307587	308887
tN(GUU)P	tN(GUU)P.1	tN(GUU)P	tN(GUU)P.1	810676	810749
tH(GUG)K	tH(GUG)K.1	tH(GUG)K	tH(GUG)K.1	313401	313472
tR(UCU)J1	tR(UCU)J1.1	tR(UCU)J1	tR(UCU)J1.1	355374	355445
snR7-S	snR7-S.1	snR7-S	snR7-S.1	939494	939672
snR6	snR6.1	snR6	snR6.1	366235	366346
YCL075W	YCL075W.1	YCL075W	YCL075W.1	2126	2566
tL(CAA)G1	tL(CAA)G1.1	tL(CAA)G1	tL(CAA)G1.1	205521	205634
tI(AAU)E1	tI(AAU)E1.1	tI(AAU)E1	tI(AAU)E1.1	443202	443275
tM(CAU)E	tM(CAU)E.1	tM(CAU)E	tM(CAU)E.1	100133	100204
RDN5-4	RDN5-4.1	RDN5-4	RDN5-4.1	482045	482163
tV(UAC)B	tV(UAC)B.1	tV(UAC)B	tV(UAC)B.1	326792	326865
15S_rRNA	15S_rRNA.1	15S_rRNA	15S_rRNA.1	6546	8194
tD(GUC)N	tD(GUC)N.1	tD(GUC)N	tD(GUC)N.1	519099	519169
tI(UAU)D	tI(UAU)D.1	tI(UAU)D	tI(UAU)D.1	884361	884493
snR34	snR34.1	snR34	snR34.1	899180	899382
tG(GCC)G2	tG(GCC)G2.1	tG(GCC)G2	tG(GCC)G2.1	930953	931023
tW(CCA)G2	tW(CCA)G2.1	tW(CCA)G2	tW(CCA)G2.1	878710	878815
snR13	snR13.1	snR13	snR13.1	1402919	1403042
tW(CCA)G1	tW(CCA)G1.1	tW(CCA)G1	tW(CCA)G1.1	287350	287455
snR75	snR75.1	snR75	snR75.1	297918	298006
tD(GUC)J1	tD(GUC)J1.1	tD(GUC)J1	tD(GUC)J1.1	204735	204806
tR(UCU)D	tR(UCU)D.1	tR(UCU)D	tR(UCU)D.1	568882	568953
snR44	snR44.1	snR44	snR44.1	856710	856920
tI(AAU)N2	tI(AAU)N2.1	tI(AAU)N2	tI(AAU)N2.1	602312	602385
RDN37-2	RDN37-2.1	RDN37-2	RDN37-2.1	460923	466869
tG(GCC)O1	tG(GCC)O1.1	tG(GCC)O1	tG(GCC)O1.1	226611	226681
RDN5-6	RDN5-6.1	RDN5-6	RDN5-6.1	489349	489469
snR79	snR79.1	snR79	snR79.1	348427	348510
tP(UGG)A	tP(UGG)A.1	tP(UGG)A	tP(UGG)A.1	139152	139254
tD(GUC)O	tD(GUC)O.1	tD(GUC)O	tD(GUC)O.1	571958	572029
tS(AGA)H	tS(AGA)H.1	tS(AGA)H	tS(AGA)H.1	133026	133107
tT(AGU)D	tT(AGU)D.1	tT(AGU)D	tT(AGU)D.1	434264	434336
snR66	snR66.1	snR66	snR66.1	586090	586175
tL(CAA)N	tL(CAA)N.1	tL(CAA)N	tL(CAA)N.1	443006	443119
tM(CAU)P	tM(CAU)P.1	tM(CAU)P	tM(CAU)P.1	338848	338919
snR46	snR46.1	snR46	snR46.1	545370	545566
snR51	snR51.1	snR51	snR51.1	718700	718806
snR80	snR80.1	snR80	snR80.1	52150	52320
snR77	snR77.1	snR77	snR77.1	297506	297593
RDN5-3	RDN5-3.1	RDN5-3	RDN5-3.1	472465	472583
tY(GUA)Q	tY(GUA)Q.1	tY(GUA)Q	tY(GUA)Q.1	70824	70907
tV(AAC)G1	tV(AAC)G1.1	tV(AAC)G1	tV(AAC)G1.1	412294	412367
tG(UCC)N	tG(UCC)N.1	tG(UCC)N	tG(UCC)N.1	96241	96312
tA(AGC)K2	tA(AGC)K2.1	tA(AGC)K2	tA(AGC)K2.1	517988	518060
snR8	snR8.1	snR8	snR8.1	832332	832521
snR42	snR42.1	snR42	snR42.1	559016	559366
snR60	snR60.1	snR60	snR60.1	349130	349233
snR64	snR64.1	snR64	snR64.1	38811	38911
YIL171W	YIL171W.1	YIL171W	YIL171W.1	19515	19844
YIL174W	YIL174W.1	YIL174W	YIL174W.1	9469	9696
tP(UGG)O1	tP(UGG)O1.1	tP(UGG)O1	tP(UGG)O1.1	301097	301198
tP(AGG)N	tP(AGG)N.1	tP(AGG)N	tP(AGG)N.1	631846	631917
tT(AGU)N1	tT(AGU)N1.1	tT(AGU)N1	tT(AGU)N1.1	104805	104877
tR(UCU)M1	tR(UCU)M1.1	tR(UCU)M1	tR(UCU)M1.1	747892	747963
tT(CGU)K	tT(CGU)K.1	tT(CGU)K	tT(CGU)K.1	46735	46806
RDN58-1	RDN58-1.1	RDN58-1	RDN58-1.1	455414	455571
RPR1	RPR1.1	RPR1	RPR1.1	117667	118035
tY(GUA)M1	tY(GUA)M1.1	tY(GUA)M1	tY(GUA)M1.1	168795	168883
tV(AAC)O	tV(AAC)O.1	tV(AAC)O	tV(AAC)O.1	663812	663885
tN(GUU)O1	tN(GUU)O1.1	tN(GUU)O1	tN(GUU)O1.1	228331	228404
snR190	snR190.1	snR190	snR190.1	139761	139950
YPL060C-A	YPL060C-A.1	YPL060C-A	YPL060C-A.1	439428	442742
tG(GCC)D2	tG(GCC)D2.1	tG(GCC)D2	tG(GCC)D2.1	992832	992902
tN(GUU)N1	tN(GUU)N1.1	tN(GUU)N1	tN(GUU)N1.1	102716	102789
tS(GCU)L	tS(GCU)L.1	tS(GCU)L	tS(GCU)L.1	784354	784453
snR71	snR71.1	snR71	snR71.1	411228	411317
tF(GAA)F	tF(GAA)F.1	tF(GAA)F	tF(GAA)F.1	157916	158007
tD(GUC)Q	tD(GUC)Q.1	tD(GUC)Q	tD(GUC)Q.1	68322	68396
snR81	snR81.1	snR81	snR81.1	234346	234546
tD(GUC)I2	tD(GUC)I2.1	tD(GUC)I2	tD(GUC)I2.1	336349	336420
